Alameda,News site,Oakland Local,http://oaklandlocal.com/topics/news/,
Alameda,News site,Oakland North,http://oaklandnorth.net/,
Alameda,news site,Patch - Alameda,http://alameda.patch.com/,
Alameda,news site,Patch - Berkeley,http://berkeley.patch.com/,
Alameda,news site,Patch - Castro Valley,http://castrovalley.patch.com/,
Alameda,news site,Patch - El Cerrito,http://elcerrito.patch.com/,
Alameda,news site,Patch - Fremont,http://fremont.patch.com/,
Alameda,news site,Patch - Livermore,http://livermore.patch.com/,
Alameda,news site,Patch - Pleasanton,https://pleasanton.patch.com/,
Alameda,news site,Patch - San Leandro,http://sanleandro.patch.com/,
Alameda,blog,Piedmont Neighborhood News,http://piedmont.wordpress.com/,
Alameda,news site,Pleasanton Weekly,http://www.pleasantonweekly.com/,
Alameda,news site,Post News Group,http://postnewsgroup.com/,
Alameda,news site,San Jose Mercury News - Fremont Bulletin,http://www.mercurynews.com/fremont,
Alameda,news site,San Leandro Times,http://ebpublishing.com/index.php?option=com_content&view=category&layout=blog&id=1&Itemid=28,
Alameda,news site,Shop Park Street,http://www.shopparkstreet.com/news.html,
Alameda,news site,The Alamedan,http://thealamedan.org/,
Alameda,blog,The Berkeley Blog,http://blogs.berkeley.edu/,
Alameda,news site,The Catholic Voice Oakland,http://www.catholicvoiceoakland.org/,
Alameda,news site,The Daily Californian,http://www.dailycal.org/,
Alameda,news site,The Daily Tribune,http://www.dailytribune.com/,
Alameda,,The Green El Cerrito,http://thegreenelcerrito.blogspot.com/,
Alameda,news site,The Independent,http://independentnews.com/,
Alameda,blog,The Oakland Effect,http://www.oaklandeffect.com/,
Alameda,news site,The Oakland Post,http://www.oaklandpostonline.com/,
Alameda,news site,The Oakland Press,http://www.theoaklandpress.com/,
Alameda,blog,The Pacifica Evening News,http://pacificaeveningnews.blogspot.com/,
Alameda,news site,UC Berkeley News Center,http://newscenter.berkeley.edu/,
Alameda,newspaper,Vision Hispanica,http://www.visionhispanausa.com/,
All (Bay Area),News site,511 SF Bay - Traffic,http://traffic.511.org/,
All (Bay Area),News site (TV),ABC Bay Area News,http://abclocal.go.com/kgo/index,
All (Bay Area),Radio Station,Alice @97.3 ,http://radioalice.cbslocal.com/,
All (Bay Area),blog,Bay Area Real Estate Blog,http://blog.pacunion.com/category/real-estate-news/,
All (Bay Area),blog,Bay Area Sports Guy,http://www.bayareasportsguy.com/,
All (Bay Area),blog direcory,Bay News Network,http://baynewsnetwork.org/,
All (Bay Area),blog,Bay Underground - music,http://bayundaground.com,
All (Bay Area),TV news site,CBS Local SF Bay Area,http://sanfrancisco.cbslocal.com/,
All (Bay Area),News Site (TV),CSN Bay Area,http://www.csnbayarea.com/,
All (Bay Area),news site,El Observador,http://news.el-observador.com/,
All (Bay Area),Radio station,KALW - Local Public Radio SF,http://kalw.org,
All (Bay Area),Radio Station,KGMZ 95.7 The Game (sports news),http://www.957thegame.com/,
All (Bay Area),Radio Station,KOSF - The Bay's 103.7,http://www.sf1037.com,
All (Bay Area),News site (radio),KQED (NPR),http://www.kqed.org/,
All (Bay Area),News site (TV),KRON4,http://news.kron4.com/,
All (Bay Area),News site (TV),KTVU,http://www.ktvu.com/,
All (Bay Area),News site,Latin Bay Area,http://www.latinbayarea.com/,
All (Bay Area),News site (TV),NBC Bay Area,http://www.nbcbayarea.com/,
All (Bay Area),News site,One Bay Area ,http://www.onebayarea.org/,
All (Bay Area),blog,Rich Lieberman 415 Media,http://richliebermanreport.blogspot.com/,
All (Bay Area),Aggregator of blogs,SB Nation Bay Area - Sports,http://bayarea.sbnation.com/,
Bay Area,blog,ValleyWag,http://valleywag.gawker.com/,
Contra Costa,blog,511 Contra Costa,http://511contracosta.org/blog/,
Contra Costa,news site,Accent Advocate,http://www.accentadvocate.com/,
Contra Costa,news site,Antioch Herald,http://antiochherald.com/,
Contra Costa,news aggregator,Antioch News & Buzz,http://www.antiochbuzz.com/,
Contra Costa,blog (?),Claycord,http://claycord.com/,
Contra Costa,news site,Clayton Pioneer,http://claytonpioneer.com/claytonpioneer/,
Contra Costa,newspaper,Contra Costa Times,http://www.contracostatimes.com,
Contra Costa,news stie,Contra Costa Times - My Town: Antioch,http://www.contracostatimes.com/antioch,
Contra Costa,,Danville Express,http://danvilleexpress.com/,
Contra Costa,news site,East County Today,http://eastcountytoday.net/,
Contra Costa,blog,First Five Contra Costa,http://www.firstfivecc.org/blog/,
Contra Costa,blog,Food Bank of Contra Costa & Solano ,http://www.foodbankccs.org/media-center/blog.html,
Contra Costa,blog,Halfway to Concord,http://halfwaytoconcord.com/,
Contra Costa,blog,In Contra Costa (SFGate),http://blog.sfgate.com/incontracosta/,
Contra Costa,radio station,KKDV,http://www.kkdv.com/,
Contra Costa,news site (weekly),Lamorinda Weekly,http://www.lamorindaweekly.com/,
Contra Costa,news site,Martinez News-Gazette,http://martinezgazette.com/,
Contra Costa,news site,Patch - Concord,http://concord-ca.patch.com/,
Contra Costa,news site,Patch - Danville,https://danville.patch.com/,
Contra Costa,news site,Patch - Lamorinda,http://lamorinda.patch.com/,
Contra Costa,news site,Patch - Martinez,https://martinez.patch.com/,
Contra Costa,news site,Patch - San Ramon,http://sanramon.patch.com/,
Contra Costa,news site,Richmond Confidential,http://richmondconfidential.org/,
Contra Costa,news site,Richmond Pulse,http://richmondpulse.org/,
Contra Costa,newspaper,Rossmorr News,http://www.rossmoornews.com/,
Contra Costa,news site,San Ramon Express,http://www.sanramonexpress.com/,
Contra Costa,news site,The Valley Sentinel,http://valleysentinel.com/,
Contra Costa,news site,ThePress.net,http://www.thepress.net/,
Marin,blog,Blog by the Bay (real estate),http://www.blogbythebay.com/,
Marin,blog,In Marin (SFGate),http://blog.sfgate.com/inmarin/,
Marin,radio station,KWMR - West Marin Community Radio,http://www.kwmr.org/,
Marin,pdf news,Marin County Beekeepers,http://marinbees.org/wp/,
Marin,News site,Marin Independent Journal,http://www.marinij.com/,
Marin,News site,Marin Modern Real Estate Blog,http://www.marinmodern.com/blog/,
Marin,Blog,Marin Mommies,http://www.marinmommies.com/,
Marin,News site,Marinscope Community Newspapers,http://www.marinscope.com/,
Marin,News site,Pacific Sun,http://www.pacificsun.com/,
Marin,News site,Patch - Mill Valley,http://millvalley.patch.com/,
Marin,News site,Patch - Novato,http://novato.patch.com/,
Marin,News site,Patch - San Rafael,http://sanrafael.patch.com/,
Marin,News site,Patch - San Salermo-Fairfax,http://sananselmofairfax.patch.com/,
Marin,news site,Point Reyes Light,http://www.ptreyeslight.com/,
Marin,news site,The Ark Newspaper,http://www.thearknewspaper.com/,
Marin,blog,The Greater Marin,http://thegreatermarin.wordpress.com/,
Marin,news site,The Voice,http://www.mavoice.org/,
Marin,blog,Think Blue Marin (water),http://thinkbluemarin.wordpress.com/,
Marin,newspaper,Twin Cities Times,http://www.marinscope.com/twin_cities_times/,
Marin,news site,West Marin Citizen,http://www.westmarincitizen.com/,
Napa,newspaper,Calistoga Tribune,http://calistogatribune.com/,
Napa,news site,City of Napa,http://cityofnapa.org/,
Napa,Blog,Downtown Napa Blog,http://donapa.com/blog,
Napa,news site (radio),KVON 1440,http://www.kvon.com/,
Napa,Blog,Napa Valley - Steve Heimoff Wine Blog,http://www.steveheimoff.com/index.php/category/napa-valley/,
Napa,Blog,Napa Valley Blog,http://www.visitnapavalley.com/blog/,
Napa,News site,Napa Valley Crime Stoppers,http://napavalleycrimestoppers.com/mostwanted,
Napa,news site,Napa Valley Patch,http://napavalley.patch.com/,
Napa,news site,Napa Valley Register,http://napavalleyregister.com/,
Napa,Blog,Napa Valley Wine Blog,http://www.winecountrygetaways.com/napablog/,
Napa,blog,NapaValley.com Blog,http://blogs.napavalley.com/,
Napa,news site,St. Helena Star,http://napavalleyregister.com/star/,
Napa,news site,The Beat of the Drum,http://thebeatofthedrum.org/,
Napa,news site,The Weekly Calistogan,http://napavalleyregister.com/calistogan/,
Napa,newspaper,Yountville Sun,http://www.yountvillesun.com/Yountville_Sun/Front_Page.html,
San Francisco,blog,49ers,http://blog.sfgate.com/49ers/,
San Francisco,blog,7x7.com,http://www.7x7.com/,
San Francisco,blog,Al Saracevic - Football blog,http://blog.sfgate.com/saracevic/,
San Francisco,photo blog,All City SF,http://allcitysf.com/,
San Francisco,blog,Ann Killion - Sports Blog,http://blog.sfgate.com/killion/,
San Francisco,blog,Arts & Not,http://blog.sfgate.com/artsandnot/,
San Francisco,,Asian Week,http://www.asianweek.com/,
San Francisco,news site,Bay Area Reporter,http://www.ebar.com/,
San Francisco,blog,Bay Bikers - Bay Area Bike Blog,http://blog.sfgate.com/bicycle/,
San Francisco,news site,Bay Bridge Info,http://baybridgeinfo.org/,
San Francisco,blog,Bernalwood,http://bernalwood.wordpress.com/,
San Francisco,news site,BeyondChron,http://www.beyondchron.org,
San Francisco,blog,Bookmarks,http://blog.sfgate.com/bookmarks/,
San Francisco,blog,Bottom Line,http://blog.sfgate.com/bottomline/,
San Francisco,,Burrito Justice,http://burritojustice.com/,
San Francisco,blog,C.W. Nevius Blog,http://blog.sfgate.com/cwnevius/,
San Francisco,blog,Cal Bears Blog,http://blog.sfgate.com/cal/,
San Francisco,news site,California Beat,http://www.californiabeat.org/,
San Francisco,blog,Castro Biscuit,http://castrobiscuit.com/,
San Francisco,,Chinese Culture Center,http://www.c-c-c.org/,
San Francisco,blog,Cole Valley SF,http://www.colevalleysf.com/,
San Francisco,blog,Eater SF,http://sf.eater.com/,
San Francisco,,El Tecolote,http://eltecolote.org/content/,
San Francisco,news site,Fog City Journal,http://www.fogcityjournal.com/wordpress/,
San Francisco,,Golden Gate Express,http://www.goldengatexpress.org/,
San Francisco,blog,Green Caltrain,http://www.greencaltrain.com/,
San Francisco,blog,Haighteration,http://haighteration.com/,
San Francisco,blog,Hayeswire,http://hayeswire.com/,
San Francisco,News site,Indy Bay,http://www.indybay.org/,
San Francisco,blog,Inside Scoop,http://insidescoopsf.sfgate.com/,
San Francisco,blog,Inside SF Real Estate,http://www.insidesfre.com/,
San Francisco,news site (weekly newspaper),J Weekly,http://www.jweekly.com/,
San Francisco,,JapanTown,http://sfjapantown.org/news/,
San Francisco,,Jtown,http://www.jtown.org/,
San Francisco,News site (radio),KGO 810AM - News,http://www.kgoradio.com/,
San Francisco,Radio station,KIOI - Star 101.3,http://www.1013.com,
San Francisco,Radio station,KKSF - Talk 910AM,http://www.talk910.com,
San Francisco,News site (radio),KNBR - 680 FM The Sports Leader,http://www.knbr.com/,
San Francisco,Radio station,KNEW - The Patriot 960AM,http://www.thepatriot960.com,
San Francisco,News site (radio),KSAN - 107.7 The Bone,http://www.1077thebone.com/,
San Francisco,Radio station,KSFO - Hot Talk 560 AM,http://www.ksfo560.com/,
San Francisco,newspaper,Marina Times,http://www.marinatimes.com/,
San Francisco,blog,Mission Local,http://missionlocal.org/,
San Francisco,blog,N-Judah Chronicles,http://www.njudahchronicles.com/,
San Francisco,Magazine site,Nob Hill Gazette,http://www.nobhillgazette.com/wp/,
San Francisco,blog,Noe Valley SF,http://noevalleysf.blogspot.com/,
San Francisco,pdf (monthly),Noe Valley Voice,http://www.noevalleyvoice.com,
San Francisco,blog,Nonprofit Law Blog,http://www.nonprofitlawblog.com/,
San Francisco,,Potrero View,http://www.potreroview.net/,
San Francisco,calendar,Queer Things to do in the SF Bay Area,http://www.sfqueer.com/,
San Francisco,news site,San Francisco Appeal,http://sfappeal.com/,
San Francisco,News site,San Francisco Bay Guardian,http://www.sfbg.com/,
San Francisco,news site,San Francisco Bay View,http://sfbayview.com,
San Francisco,News site,San Francisco Business Times,http://www.bizjournals.com/sanfrancisco/,
San Francisco,News site,San Francisco Chronicle,http://www.sfchronicle.com/,
San Francisco,blog,San Francisco Citizen,http://sfcitizen.com/blog/,
San Francisco,News site,San Francisco Examiner,http://www.sfexaminer.com/,
San Francisco,news site,San Francisco Public Press,http://sfpublicpress.org/,
San Francisco,news site (?),San Francisco Sentinel,http://www.sanfranciscosentinel.com/,
San Francisco,blog,SF Curbed,http://sf.curbed.com/,
San Francisco,news site - blog aggregator,SF Weekly,http://www.sfweekly.com/,
San Francisco,news site,SFBay,http://sfbay.ca/,
San Francisco,news site,SFGate,http://www.sfgate.com/,
San Francisco,News site,SFist,http://sfist.com/,
San Francisco,,Socket Site,http://socketsite.com/,
San Francisco,blog,The Bay Bridged,http://thebaybridged.com/category/news/,
San Francisco,,The Bold Italic,http://www.thebolditalic.com/articles,
San Francisco,,The Front Steps,http://thefrontsteps.com/,
San Francisco,,The Lemon Lady,http://thelemonlady.blogspot.com/,
San Francisco,,The New Fillmore,http://newfillmore.com/,
San Francisco,blog,Upper Casing,http://uppercasing.com/,
San Francisco,,Valley Walk,http://valleywalk.com/,
San Mateo,news site,Burlingame Voice,http://www.burlingamevoice.com/,
San Mateo,?,City of San Mateo ,http://www.cityofsanmateo.org/CivicAlerts.aspx,
San Mateo,news site,Coastsider,http://www.coastsider.com/,
San Mateo,blog (?),College of San Mateo News Page,http://collegeofsanmateo.edu/news/,
San Mateo,news site,Half Moon Bay Review,http://www.hmbreview.com/,
San Mateo,,Kaiser Health News,http://www.kaiserhealthnews.org/,
San Mateo,radio station,KCSM - College of San Mateo Radio,http://kcsm.org/,
San Mateo,news site,Patch - Belmont,http://belmont-ca.patch.com/,
San Mateo,newspaper,Patch - Half Moon Bay,http://halfmoonbay.patch.com/,
San Mateo,news site,Patch - Pacifica,http://pacifica.patch.com/,
San Mateo,news site,"Patch - Redwood City, Woodside",http://redwoodcity-woodside.patch.com/,
San Mateo,news site,Patch - San Mateo,http://sanmateo.patch.com/,
San Mateo,blog,San Mateo Blog,http://www.sanmateoblog.com/,
San Mateo,blog (?),San Mateo County Newsroom,http://sanmateocountynews.wordpress.com/,
San Mateo,news site,San Mateo Daily Journal,http://www.smdailyjournal.com/,
San Mateo,blog,San Mateo Real Estate Blog,http://www.sanmateorealestateblog.com/,
San Mateo,blog (?),Skyline College News,http://www.skylinecollege.edu/news/index.php,
San Mateo,calendar,Sustainable San Mateo,http://www.sustainablesanmateo.org/,
San Mateo,news site,The BearCat - San Mateo High School News,http://www.thebearcat.net/,
Santa Clara,newspaper,Alianza News,http://noticias.alianzanews.com/,
Santa Clara,pdf (weekly),Almaden Times Weekly,http://www.almadentimes.com/,
Santa Clara,,Bay Area Parent,http://www.bayareaparent.com/index.php,
Santa Clara,news site (twitter),Breaking Sunnyvale News,http://breakingsunnyvalenews.com/,
Santa Clara,pdf,Cambell Express (Weekly) ,http://www.campbellexpress.com/online_edition.php,
Santa Clara,news site,City College Times,http://sjcctimes.com/,
Santa Clara,Blog,Daily Fetch - Silicon Valley,http://www.thedailyfetch.com/silicon-valley/,
Santa Clara,Blog,Downtown San Jose Real Estate,http://www.siliconvalleylofts.com/blog/,
Santa Clara,Blog,"Eat, Drink, Play",http://blogs.mercurynews.com/eat-drink-play,
Santa Clara,Blog,"Eat, Drink, Play San Jose",http://eatdrinkplaysanjose.com/,
Santa Clara,,El Gato News,http://elgatonews.wordpress.com/,
Santa Clara,Pdf,Evergreen Times Biweekly,http://www.evergreentimes.com/,
Santa Clara,newspaper,Gilroy Dispatch,http://www.gilroydispatch.com/,
Santa Clara,,Gilroy Patch,http://gilroy.patch.com/,
Santa Clara,radio station,KFJC,http://www.kfjc.org/,
Santa Clara,radio station,KZSU,http://kzsu.stanford.edu/,
Santa Clara,newspaper,La Oferta,http://laoferta.com/,
Santa Clara,newspaper,La Voz Weekly (English),http://www.lavozdeanza.com/,
Santa Clara,news site,Los Altos Town Crier,http://www.losaltosonline.com/,
Santa Clara,,Los Gatos Patch,http://losgatos.patch.com/,
Santa Clara,news site,Metroactive,http://www.metroactive.com/,
Santa Clara,newspaper,Morgan Hill Times,http://www.morganhilltimes.com/,
Santa Clara,news site,Mountain View Voice,http://www.mv-voice.com/,
Santa Clara,newspaper,Palo Alto Online,http://www.paloaltoonline.com/,
Santa Clara,news site,Patch - Mountain View,http://mountainview.patch.com/,
Santa Clara,Blog,San Jose Blog,http://www.thesanjoseblog.com/,
Santa Clara,news site,San Jose Inside,http://www.sanjoseinside.com/,
Santa Clara,news site,San Jose Mercury News,http://www.mercurynews.com/,
Santa Clara,blog,San Jose Metblogs,http://sanjose.metblogs.com/,
Santa Clara,news site,SanJose.com,http://www.sanjose.com/news/,
Santa Clara,blog,Santa Clara Bronco,http://www.santaclarabroncos.com/landing/index,
Santa Clara,news site,Silicon Valley Business Journal,http://www.bizjournals.com/sanjose/news/,
Santa Clara,News site,Silicon Valley Daily,http://svdaily.com/,
Santa Clara,Blog,SiliconBeat,http://www.siliconbeat.com/,
Santa Clara,news site,SiliconValley.com,http://www.siliconvalley.com/,
Santa Clara,pdf,The Daily News (Palo Alto),http://thedailynews.ca.newsmemory.com/ee/thedailynews/default.php?pSetup=thedailynews,
Santa Clara,news site,The Santa Clara,http://www.thesantaclara.com/,
Santa Clara,news site (weekly),The Santa Clara Weekly,http://www.santaclaraweekly.com/,
Santa Clara,news site,The Spartan Daily,http://spartandaily.com/,
Santa Clara,newspaper,The Stanford Daily,http://www.stanforddaily.com/,
Santa Clara,newspaper,The Stanford Review,http://stanfordreview.org/,
Santa Clara,news site (biweekly),The Valley Catholic,http://www.valleycatholiconline.com/news.php?id=10,
Santa Clara,pdf,Willow Glen Times Monthly,http://www.willowglentimes.com/,
Solano,news site,Benicia Herald,http://beniciaheraldonline.com/,
Solano,news site,Daily Republic,http://www.dailyrepublic.com/,
Solano,news site,Dixon's Independent Voice,http://www.independentvoice.com/,
Solano,news site,Patch - Dixon,http://dixon.patch.com/,
Solano,news site,Patch - Suisun City,http://suisuncity.patch.com/,
Solano,news site,River News Herald,http://rivernewsherald.org/index.html,
Solano,?,Solano County - News,http://www.co.solano.ca.us/,
Solano,blog,Solano Women's Basketball,http://solanowbb.wordpress.com/,
Solano,news site,The Reporter,http://www.thereporter.com/,
Solano,news site,Times Herald Online,http://www.timesheraldonline.com/,
Solano,blog,Under the Solano Sun,http://ucanr.edu/blogs/USS/index.cfm,
Sonoma,blog,Bob on Sonoma,http://wineinsonoma.blogspot.com/,
Sonoma,radio station,Froggy 92.9,http://www.froggy929.com/,
Sonoma,news site,Healdsburg Tribune,http://www.sonomawest.com/the_healdsburg_tribune/news/,
Sonoma,news site (weekly),Independent Coast Observer ,http://www.mendonoma.com/,
Sonoma,news site (weekly),Kenwood Press,http://www.kenwoodpress.com/,
Sonoma,news site (radio),KSRO - News and Talk of Sonoma County,http://www.ksro.com/,
Sonoma,newspaper,La Voz,http://www.lavoz.us.com/Read_La_Voz.html,
Sonoma,blog,Made in Sonoma County,http://www.sonomawine.com/blog/,
Sonoma,news site,North Bay Bohemian,http://www.bohemian.com/,
Sonoma,news site,North Bay Business Journal,http://www.northbaybusinessjournal.com/,
Sonoma,news site,Patch - Healdsburg,http://healdsburg.patch.com/,
Sonoma,news site,Patch - Petaluma,http://petaluma.patch.com/,
Sonoma,news site,Patch - Sonoma Valley,http://sonomavalley.patch.com/,
Sonoma,newspaper,Petaluma 360,http://www.petaluma360.com/,
Sonoma,blog,Something About Sonoma,http://www.somethingaboutsonoma.com/blog/,
Sonoma,news site,Sonoma County Gazette,http://www.sonomacountygazette.com/cms/pages/index.html,
Sonoma,news site,Sonoma Index-Tribune,http://www.sonomanews.com/,
Sonoma,blog,Sonoma Insiders (Sonoma County),http://www.sonomacounty.com/sonoma-insiders,
Sonoma,news site,Sonoma State Star,http://www.sonomastatestar.com/,
Sonoma,news site,Sonoma Valley Sun,http://news.sonomaportal.com/,
Sonoma,news site,Sonoma West Times & News ,http://www.sonomawest.com/,
Sonoma,news site,Southern Sonoma Country Life,http://www.southernsonomacountrylife.com/,
Sonoma,news site,The Community Voice,http://thecommunityvoice.com/index.php,
Sonoma,news site,The Press Democrat,http://www.pressdemocrat.com/,
Sonoma,news site,The Windsor Times,http://www.sonomawest.com/the_windsor_times/,
Sonoma,news aggregator,Wine Business,http://www.winebusiness.com/,
